riversare	[10086015]
indispensabile	[10435290.0, 9484350.0, 10032688.0, 9073416, 9469951.0, 9263412, 9981545, 9949036, 10140012.0, 9456246, 9695829, 9558434, 9671237.0, 9252480, 9794481, 9497817.0, 9285541.0, 9534643, 9074919, 9371907, 9976917, 9306453, 9731723, 9202986, 10212026, 9175828.0, 9858125.0, 9252484.0, 10318282.0, 10373497.0, 10357893, 10005704, 10177404, 9438030, 9252490, 9662209, 10442806, 9853535, 10258184, 10081951]
voluttà	[9136598, 10010123.0, 9744065.0, 9889483.0, 10009904, 10406294.0]
compositore	[9153365, 10084517, 9963140.0, 10177069.0, 10058425, 9837743.0, 10177421.0, 9026508, 9689060]
archeologia	[9019571, 10469170, 10422248]
superbia	[9169642.0, 9771258, 9425110, 9637038, 10265088.0, 9065080]
colpa	[9141221, 9830154.0, 10303920.0, 9936807, 10466220.0, 10100340.0, 9890614, 10303717.0, 9161691.0, 9546360.0, 9900561, 10010341.0, 9890678, 9495498, 10075382, 9355474, 10376023.0, 9413366.0, 9976769, 9101676, 9371591, 10461042, 10466097.0, 9889538.0, 9056187.0, 9561234.0, 9159514.0, 10008206.0, 9848679.0, 9867814.0, 10114291, 9129773.0, 9085433, 9250381, 9525336, 9052134, 9693598, 9637035.0, 9196743, 9110822, 10080606, 9738423.0, 9761870.0, 9542220.0, 9508109, 10329779, 9099897.0, 9458311.0, 9511401, 9021882.0, 9022348.0, 9306054, 10100980, 9550581, 9030272, 9397955, 10304151, 10466577, 9100687.0, 9049452, 10363594.0, 9624405.0, 9888949, 10347503, 9158187, 9698493, 9026309, 9433287, 10183516, 9876801, 10087466, 9108002.0, 10018323.0, 9852023.0, 9396726.0, 9920629.0, 10483665, 9396676, 9670789.0, 9889035.0, 10217450.0, 9873505.0, 9415830.0, 9714270, 9159165, 9783941, 9151374.0, 9829044.0, 10216756, 10086496, 10228245, 9396737.0, 9948850.0, 9351980, 9304307.0, 10173232, 10323903.0, 10073893.0, 9100798.0, 9674962.0, 10418717.0, 9130352, 9502446, 10328876.0, 9504368, 9971403, 9402499, 9170643, 9734972.0, 9914300, 10150236, 9073921, 9412903, 10276835.0, 9074373, 10276538, 9187402, 9873600, 10223549, 9341813, 10218954, 10107945, 9338587.0, 9590762.0, 9682312, 10490735, 9130263, 9914891, 10081137, 10087152, 9901116, 10478644.0, 10352303.0, 9662003.0, 9618586, 10479191.0, 9509859, 9830461, 9106287, 10478236.0, 10384571, 10011539, 9496519.0, 10356613, 9559479, 9502805.0, 10254548, 9528598.0, 9421954, 9557347.0, 10355413, 10228596, 10263107, 10203648, 9469030, 10090511.0, 9539845, 10067768, 9617554.0, 9157949, 10491262.0, 9403130.0, 9694292.0, 9300930, 9559657, 9082780.0, 9634897, 9922458.0, 9934832, 9008018.0, 9738760, 9760293.0, 10200517, 9972128, 9350524, 9380854, 9694173.0, 9421232, 10183515, 10338291, 10476517, 9799175, 10332922, 9173928, 9795645, 9365179, 9432715, 9041352, 10054265, 9780878, 9059325, 9470009, 9299888, 9048353, 9080204, 10168849.0, 9603674, 10155067, 9286723, 10327954, 9457968, 9809039, 10204094, 10467002, 9352650.0, 9649099, 9798306, 10297671, 9949334, 9310313, 9999956, 10135004, 9580801, 9326252, 9402338, 10158758, 9262667, 9601700, 10160160, 9845965, 9829964.0, 9990364, 10476728, 9883849, 10167159, 9794908, 9436561, 10181003, 10287725, 10149092, 9272022.0, 9173993, 9715776.0, 9886438.0, 9766185.0, 10427454.0, 9182851.0, 9145589, 9591700, 9385137, 9829690.0, 9613441, 9355405, 10467080.0, 10312174, 9112982, 10203647, 9227431, 10149540, 9154129, 10237986.0, 9788547, 9242163, 9071409, 9099637, 9206327.0, 9733510, 9536454.0, 9833118, 9329152, 10042001.0, 9393271, 9236871, 10340876, 9577031, 10086986, 10333037, 9379575, 10473689, 10176700.0, 10441832, 9227034, 9349505.0, 9692372, 9438007.0, 10216617, 10255991, 9206032.0, 10387533, 9305742, 9995998.0, 10307371, 9280702, 10453924.0, 10141346, 9102871, 9194231, 9508018, 9788243, 10079345.0, 9955368.0, 9485394, 10465008, 9363408, 10076251, 10300668, 9324595, 9131957.0, 9501863.0, 10028447, 9500454, 10008180, 9780876, 10476109, 9910003, 9450755, 9521806, 9169683, 10164219, 10099119, 9000593, 10090632.0, 10004069.0, 9546769, 9466808.0, 9130537.0, 9033816, 9321451, 9425079, 10315879, 10041992, 9442837, 9744659, 9380770.0, 9781037.0, 10090647, 9231469, 9557802, 9198875, 10075383, 9228281, 10190096, 9497767, 9856796, 9269600, 9886240, 10440430, 9457953, 9303305, 9478498, 10226730, 9993281, 9068615, 9758312.0, 9831947, 9653383, 9846796, 10011201, 9071475, 9750327, 10460731, 10494463, 9848671, 10441583, 9906972, 9593754, 9493826, 9216983, 9948047, 9297170, 9914686, 9978759, 10294910, 9828995, 9515179.0, 10249252.0, 10329250.0, 9750240.0, 9618525.0, 9246844.0, 10439240.0, 9027965.0, 10142795.0, 9074231.0, 9632969.0, 9863120.0, 9583407.0, 9402410.0, 10059402.0, 9733566.0, 10449385.0, 10083029.0, 9103571.0, 10101084.0, 9752592.0, 9837777.0, 9211670.0, 9186106.0, 10023929.0, 9333794.0, 10423827.0, 9112829.0, 10467338.0, 9288937.0, 9463454.0, 10100376, 10114207.0, 9589936.0, 10422466, 10237980.0, 9511379, 9342170.0, 10299317.0, 9114708.0, 9321115, 9141634, 10180536.0, 9579625, 9158828, 10100352, 9777192.0, 10281527, 10268527, 10121344.0, 10269201, 9550360, 10269275.0, 10411951.0, 10484395, 10224444.0, 10351958, 9583416, 9166887, 9829974, 9301914.0, 9489012.0, 9264850, 9714546.0, 10188910, 9050634.0, 9457455, 10414234.0, 10189840, 9937484, 9041863, 10239820.0, 10131499.0, 9620373, 9797345, 9815598, 10065239, 9167534, 9701679.0, 9909796.0, 10381022.0, 9336251.0, 9196304.0, 10317675.0, 10329828, 10280061.0, 10429707.0, 9800488.0, 9393461, 9043013.0, 9726831.0, 9593491, 9481834, 9599652, 9430207.0, 10171173, 10012078, 10160445, 9198115.0, 9460411.0, 10248959.0, 9238933.0, 9025869, 9187105.0, 9372728.0, 9085791.0, 10414628.0, 9992124, 9038544, 10460732, 9191923, 9582880, 9917806, 9472148.0, 9513979, 10028087.0, 9206133, 9887482, 10261290, 10004932.0, 10344321.0, 9305759, 10012509, 9376393, 9214380, 9394879.0, 10217236.0, 10239934.0, 9097343, 9542943.0, 9730330, 9171418.0, 9850903.0, 9050230, 10097002, 10326844.0, 9781402, 10142941, 10054525, 10176356, 9136091, 9395333.0, 9835630, 10424547.0, 9665775.0, 9122189, 9098371, 10134726.0, 9965404.0, 9724735, 9976384, 9824230, 9482885, 9781741.0, 10092300, 9318562, 9953895.0, 9253704, 9879910, 9797527, 10327232, 9670616.0, 10068490, 9206665, 9768394.0, 9461077.0, 10097003, 9566318, 9008022, 9008322, 10432455, 10135583.0, 9333588, 10322551.0, 10027464, 9252418.0, 10395410, 10482118.0, 9458482.0, 9320769, 9003143.0, 9015932.0, 9480018, 9418319, 10386698, 9421171, 10077535.0, 9226927, 10389872, 9970234.0, 10391351, 9266738, 9459175, 9055298, 9146044, 10432486, 9913480, 9455506, 10050907, 10420160, 10183508, 10300853, 10080103, 10483694, 9848677, 10286777, 9584704, 10388793, 9115539, 9844006, 9139253, 9993766, 9097928, 9689770, 9820862, 10410112, 9059407, 9180099, 9136048, 10183520, 10126667, 9341096.0, 9341097.0, 10231570]
bilancio 	[9671532, 9649404.0, 10492172, 9068799.0, 9873847.0, 9011556.0, 9307742.0, 10075362.0, 9570832.0, 9307401, 10364310.0]
scannerizzare	[]
emozionante	[9019409, 9019785, 9680581, 9748131.0, 9439053, 9225804, 9963312.0, 9281522.0, 9512537.0, 10341647, 9864105.0, 10372059]
trasmettere	[9483647.0, 9537885, 10339139.0, 10222509, 9671901.0, 9483696, 9357204.0, 9854988, 9285512, 9022629, 9029023.0, 9771636, 9499667.0, 9026533, 9829354.0, 10061149, 9690840.0, 9469903, 10340168, 9569307, 9192167, 10272845.0, 10115300, 9222027, 9137862, 10400317, 9524137, 10431951.0, 10174289, 9477430.0, 10139654.0, 9512866.0, 9524147.0, 9940649, 10370526, 10019857.0, 10144086, 9143156, 10260032.0]
concessione	[9432036.0, 9412842, 9136378.0, 9244372.0, 10367627.0, 10359100.0, 10246618, 9873125.0, 9166462, 9672458, 9166683, 10246422.0, 9111462.0, 9272083, 9244378, 10367609, 9637754, 9166533, 9771689, 9281970]
pratica	[10124289.0, 10435290.0, 10130594.0, 10170965.0, 9920066, 10259819.0, 9671901.0, 10015304.0, 10256919.0, 9728885.0, 9653650, 10012723, 9604763, 9824071.0, 9539217, 9582159, 9164778.0, 10320254.0, 10311010.0, 10442628.0, 9493427, 10055526.0, 10377242.0, 10142658, 10203155.0, 9284915.0, 10301860.0, 9739154, 9446322, 9068777.0, 9605653.0, 9919608.0, 9713078.0, 9713079, 10166594.0, 10082276.0, 9525782, 9875598, 9438955.0, 9269359, 9204656, 10117831, 9685762, 9108800, 9510514, 9660656, 10489451, 9839789, 10341513.0, 10167317, 10365560.0, 9772190, 9557654, 9967579, 9108435, 9663022, 10210706, 10146018, 9930871, 10040125, 9609704, 9202949, 9052444, 9867223, 10130592.0, 9928445.0, 9428370.0, 9048648.0, 9225591.0, 9716198.0, 10066171.0, 9557624.0, 9099362, 9392472.0, 9014274, 10231419, 10096606, 9472130, 10058916, 9958566.0, 9725889, 9622759, 9113329, 9176712.0, 10493222, 9446317, 10011617.0, 9159828.0, 9090672, 9368620, 9191491]
utente	[10129048, 10128535.0]
sicuramente	[10229375.0, 9903907, 9134012.0, 10420859.0, 9430551.0, 9223568.0, 10367124.0, 9891243, 10369093.0, 10313800, 9605559, 9640964.0, 9299028, 9771116, 9507060.0, 9845066, 10476224.0, 9096933, 10133599.0, 9963316.0, 9973268, 9557608.0, 9468626, 10220953, 9470542, 10350410, 9546528, 9185773.0, 9221056.0, 9073290, 10242385.0, 9616393.0, 10467340, 9488855, 9327097, 9191473.0, 10087796.0, 9299027, 9073011, 9503460, 9971461, 9859158, 9808408.0, 9480202.0, 9484800.0, 9817090.0, 9524423.0, 10175665, 9627798.0, 9348116, 9298581.0, 9853634.0, 9789910.0, 9502287, 9170219.0, 9338909, 9368698, 9500701, 9392755, 9914586.0, 10036164, 9854205, 10096337, 9041968.0, 9805874, 10434120.0, 10017595, 9612514.0, 9000223, 9398024, 9107120, 9546879, 9814528, 9527365.0, 9187180.0, 9962719, 9089035.0, 9742609.0, 9318007.0, 9252462.0, 10221890.0, 9314484, 9649409.0, 9210275, 9193274, 9867393, 9705991, 10081628, 10003014.0, 9517790, 9809096, 9703921, 9381607, 9391761, 9501831, 9687735, 10191513, 9349171, 9134135, 9190156.0, 10313249, 10081844, 9296110, 9883216, 10296892, 10073667.0, 10165495.0, 9591998, 9223168, 9503317, 9735029, 9255659, 9880805, 9081322, 9717911, 9188850, 9806231, 9816297, 9344650, 9584251, 9238158, 10116739, 9732309, 9712152, 10422072, 9444056, 9433846.0, 10432335.0, 9939176.0, 9098687.0, 10126488.0, 10426542.0, 10295048.0, 9538538.0, 10442009.0, 10454758.0, 10069865, 9128348.0, 9785974.0, 9292222.0, 10258610.0, 10245975, 10280081.0, 9423321, 9019257, 10449743.0, 10116871, 9287608, 9590669, 9310198, 9857401, 10005083, 9665075.0, 9866731, 9501718, 9133704, 9717789, 9728542.0, 10171938, 10498195, 9840415.0, 9700437, 9254710, 9098702, 10140753.0, 9187458, 10053273, 9220709.0, 9798663, 9907354, 9835093, 10321246.0, 9220006, 9115932, 9336754, 9641112, 9765607, 9674309, 9035916, 9877586.0, 9670870, 9122088.0, 9992799, 10123624, 9430766.0, 9307732, 10478784, 9881040, 9421123, 9391181, 9134191]
scena	[10420883, 10382575.0, 10420922, 9044385.0, 9804434, 9068926, 9476449.0, 9678743, 10420892.0, 9723626.0, 9003443.0, 10128483, 9972069.0, 9694706.0, 10420924, 10167336.0, 9068832, 9413654.0, 9852838.0, 9385567.0, 10421084, 10421181, 10027889.0, 10285686, 10466648.0, 9008252, 9135573.0, 9788665.0, 9430346.0, 9161238, 10420876.0, 9220805, 10085756.0, 9211008.0, 9124806, 10399624, 9970086.0, 10421026, 10051559.0, 10032837.0, 10466191.0, 10285320.0, 10384604.0, 10111014, 9081693.0, 9760429.0, 10421154, 10313005, 9408809.0, 9408438.0, 9124804, 9169800, 10119896.0, 10420990.0, 10166819, 9616259.0, 9741699, 9408541, 9804239, 10382570, 10420941.0, 10263001, 9566564.0, 9989999, 10205787, 9761605, 10420950, 10423545.0, 9746701, 10016147.0, 9122456, 9470050, 9928383.0, 9250687, 9665389, 9574593, 10139394, 9566571, 9989949, 10055047, 9135486, 9735020.0, 9476441.0, 9135495, 9787736.0, 9433145.0, 10421007, 9405672.0, 9136010.0, 9851055.0, 10417070, 9031938, 10161290, 9804050, 9185560, 9114473.0, 10420903, 9558183, 10312667, 9175843.0, 10055045, 10125785, 9509241.0, 9990068, 9448704.0, 9342328, 9068851, 9013545, 9103953, 9176381, 9187020, 9134713.0, 9448786.0, 9292742, 9176598.0, 9430039, 9262593, 10299021, 10420886, 9125940, 9476039.0, 10054183, 9220863.0, 10182578, 9177509.0, 9176860, 9185349, 10163993.0, 9788008.0, 9788001.0, 9641376.0, 10382576.0, 9428296, 10312816, 9789199, 9184289.0, 10421122, 10054100.0, 9449633.0, 9678048, 9136464.0, 9449392, 10406650.0, 10059966, 10053748.0, 10312773.0, 9341147, 10053777.0, 9899456.0, 9135349.0, 9782494, 9113228, 9792580.0, 10028656.0, 10054024, 9670492, 9789297.0, 10287201.0, 10054290.0, 9185223, 10076856, 9603412, 9703220, 9385401.0, 9678718, 10259950, 10047507, 9114548.0, 9990378, 9648134.0, 9274108, 9574495.0, 10218245, 10086405, 9475081, 10027857, 10047215.0, 10407948, 9075224, 9990065.0, 10049176, 9760787.0, 9023258, 9188146, 9135487, 10086553.0, 10054606, 9804295, 9804414, 9176719, 9990185, 9385368, 9493750, 9574501, 10383418, 9976568, 9068753.0, 9644645, 9135410, 9679119, 10490578.0, 10182410, 9068774, 9129231.0, 10421030, 10032349, 10054340, 9885114.0, 9114371, 9029511.0, 10125684.0, 9804236, 10182570.0, 10312718, 9124822.0, 9478153, 10028520, 9782483, 10312904, 9212001.0, 9201166.0, 9845191, 9068834, 10053580.0, 9951676.0, 10277260.0, 10201354, 10177817, 9449630, 10053771.0, 9135388.0, 9184537, 9852779, 9854292, 10398327, 9176399.0, 9353196, 9257666, 9789306, 9789221, 9787889, 9377003, 10293925.0, 10161698.0, 9114290, 10125945.0, 10256786, 9317337.0, 9186137, 9355814, 9187414, 10308628, 10386467, 10125596, 9952346.0, 9678726, 9644650, 9917254, 9989915, 9678728, 9677764, 10435620, 9651301, 9680014, 9124737, 9770730.0, 9317196, 9677494, 10125913, 9341502, 9176796, 9135521, 9224711, 9177134, 10447922, 10257194.0, 9011872, 10163851.0, 10028528.0, 10086704.0, 9093970.0, 9449028.0, 10053753.0, 9115093.0, 9428295.0, 10125934.0, 9094276.0, 9096002.0, 9807093.0, 9857177.0, 9652358.0, 9953476.0, 9361538.0, 9212259.0, 10377516, 9068782.0, 10312835.0, 10053743.0, 10053334.0, 9490390.0, 9538400.0, 10314683.0, 10126340.0, 9124795, 9551462.0, 9177125.0, 10053977, 9584940, 10355369.0, 9962922.0, 9936724, 10127467, 9341159, 10269065.0, 9449634, 10312892.0, 9037972.0, 9385472, 9183886.0, 9788258, 10466934, 9778784, 9343340, 9282127.0, 10125915.0, 9037751.0, 10181789, 10073827, 9828762, 9521232.0, 9667803, 9789298, 10356535, 10440166.0, 9355938.0, 9952301.0, 9789233, 9788669.0, 9678741, 9804359.0, 9321540.0, 10422500, 9331284, 9551281.0, 10054448, 10053703, 10054646, 10386463.0, 9176628.0, 9615093.0, 9778616.0, 9359801.0, 10182663, 9364569, 10086913, 10054049, 10182428, 9145854, 9214315.0, 9321096.0, 10402014.0, 10054658, 9853875, 9476409.0, 9138578, 10162183, 9212368]
accurato	[10018073, 10229501.0, 9706590.0, 9047818, 10053996, 9059738, 9229121, 9628725]
ombrellone	[]
tortiglione	[]
punire	[9161688, 9795584.0, 9129593.0, 10380881, 9344234.0, 9308797, 9478535, 9616301.0, 9072951, 9285937.0, 10444036.0, 9704783, 9528427.0, 9636857, 9924375, 10417246.0, 10074225.0, 10251953.0, 9880540.0, 9319757.0, 10335216]
scorretto	[9768184, 9670935, 10361547.0, 9388925, 10193844.0, 10092321, 9134146]
cogliere	[10435681, 9045867.0, 9853539.0, 9471125.0, 9544837.0, 9048738, 10311611.0, 9319669.0, 9576083.0, 9863599, 9247648, 9049423, 9667494, 10196246.0, 10248790, 9933640, 9328016, 9660957, 9854062, 9304145.0, 9151724.0, 9973142.0, 9864271, 9365170.0]
materiale	[9469879.0, 9286056.0, 9928148.0, 9888817.0, 10033041.0, 10305006.0, 10350387, 9639981.0, 10359217.0, 9941490.0, 10059889, 9551476.0, 10149766.0, 10391198.0, 9990411, 9804016, 10376421, 10467537.0, 9503956.0, 9710453.0, 10056914.0, 10123748.0, 9685770.0, 10468749.0, 10133810, 9175629.0, 9351500.0, 10193867.0, 9513919, 10312512, 9368779, 10058971, 9155093.0, 10469857.0, 9837357.0, 9044383.0, 10147890.0, 9569680.0, 10469855, 10359342, 9727164, 10283682, 9613363.0, 10032686.0, 9178751, 10459779.0, 9524518, 9570430, 10134421.0, 10383399, 9408200.0, 9470844, 9145274.0, 10486804.0, 10326606.0, 9612044.0, 10164319, 9844532.0, 9796970, 9306029, 10339888.0, 10359896.0, 10033068, 10058415.0, 9048878.0, 10024453, 9203751.0, 9613306, 9187021, 10360126.0, 9050412.0, 9700717, 10075418, 10133466, 9022450, 10075434, 9856755, 9610146, 9192189.0, 9249006, 9311951, 10024967, 10133561.0, 9975816, 9457086, 9573051, 9569501.0, 9103140.0, 10299058, 9284600.0, 10381362.0, 9071240.0, 9282118.0, 9652358.0, 9717593, 10298907, 9732681, 9186839, 10124283.0, 9836861, 10371470.0, 10283418, 10353220, 9187001, 9411322.0, 9751368, 9992892, 9774970, 10497578]
decollare	[9649097.0, 9286068, 9536558.0, 9649222, 10078389.0, 10148319, 10212511.0, 10080757, 9536967, 10115474.0, 9536109.0, 9935053.0, 10078394, 9562768, 10125018, 10014219.0, 9357544, 10136582, 10272249, 10381380.0, 10168390, 9072291.0, 10269249, 10137042, 10078026, 10147754.0, 10304371]
fondare	[9469308, 9280984.0, 9598869.0, 9943028.0, 9609054]
inosservato	[10031944, 9745278, 9637632, 10232437, 9643138.0, 10288817.0]
particolare	[9469187, 9168163.0, 9235992.0, 9413321.0, 9136598, 10420972, 9381322, 10466306.0, 10220983.0, 10167515, 9303548.0, 9455570.0, 9245129, 9031130.0, 10017168.0, 10389414.0, 9472053.0, 9285338.0, 10200509.0, 10303700.0, 10285863.0, 10297349, 9576619, 9469902, 9644694, 9620780.0, 9963158.0, 9967819.0, 10297517, 9707388, 9873180, 10223816, 9973624, 10167004, 9644552, 9459753.0, 9326765.0, 10060544.0, 9873165.0, 10034190, 9791623, 10084563, 10182288.0, 9662016, 9326435.0, 10059568.0, 9758256, 9963086.0, 9576524, 9612491.0, 10033069.0, 9028969, 9107237, 9593496, 9797077.0, 10236625, 10419940, 9378800.0, 10066991, 9428545.0, 10433437.0, 10469717, 9818068, 10170830, 10259508, 9060730, 9381343, 10002281, 10173281.0, 9351637, 9217094, 10270539, 9301761, 9694798, 9670953, 10062100, 10387157, 10318081, 9185397.0, 9311866.0, 10154352, 10014663.0, 9362383.0, 9795586, 10409089.0, 9835706, 10312904, 10485729, 9062489, 9069092, 9467173, 9056354, 9552932, 9552957, 10243791.0, 9886681.0, 10324247.0, 9717684, 9817021, 9825778, 10129879, 10241225, 9855149, 10150851, 9805761, 10452608, 9358830, 9222835, 9797098, 9483390, 9429589, 9681076, 10320403, 9379207, 10055309, 9222351, 9221615, 9271228, 9468919.0, 9193630.0, 9141182.0, 10371084.0, 10017114, 9374256, 9883056.0, 9883118.0, 9642196, 10074601.0, 9363000.0, 9583465, 10229931.0, 9653420.0, 9598352, 9006703.0, 9711872, 9903548.0, 9918398.0, 9235449.0, 9819567, 9894781.0, 9518417.0, 9596227.0, 10201991, 9730476.0, 9729163, 9434378, 10383770.0, 9316847, 10328153, 9220122, 10036447, 10205491, 9355211, 10209953, 9704857, 9989260, 9986222, 10339561, 10144958, 10040045, 10330745, 9450505, 9795167, 9703419, 9138828, 9652114, 9939035, 9673053, 10015254, 9450742]
testimonianza	[9648012.0, 10384560, 9804217, 10033095.0, 9915963, 10217013, 9599516.0, 9912497.0, 10058377.0, 10431282.0, 9599452, 10100399.0, 9599568.0, 9622804, 9169726.0, 10130515.0, 9359629.0, 9925268, 10384556.0, 10130520.0, 10361270.0, 9831791, 9327154.0, 9359620.0, 9329270.0, 9327097, 9623075.0, 10220850, 9831817.0, 9884896.0, 9223517, 9672170, 9438036.0, 10130525.0, 9968767.0, 9968799.0, 10384586, 10383851, 9239414, 9326835, 9768219, 10130528.0, 9451020, 9167938, 9301966, 10384559, 9557525.0, 9358581, 10153480.0, 10130451, 9465900, 9451111, 10371441, 9223498, 9142041, 9990290, 9327181, 9571666, 10068321, 10384538.0, 9196369.0, 9672553.0, 10134520.0, 9157837, 9798369.0, 9085734, 9741571.0, 9166494.0, 9359755.0, 9594321.0]
profilo	[10059519, 10050979.0, 9551654, 10059151, 10377616.0, 10168818.0, 10264791, 10168955.0, 10126060.0, 10469702.0, 9927513, 9938646, 10354663.0, 10370531.0, 9088019.0, 9956800.0, 9483593.0, 9326201, 9290799.0, 10105496.0, 9967226.0, 9245504.0, 10126069]
follia	[9972075.0, 10303446, 9483504, 10059954.0, 9644935, 9471512, 9916678, 9003442.0, 9003419.0, 9012877, 10213881, 9972543, 9929108.0, 9429923.0, 10091696.0, 10402582.0, 10321867.0, 9492492, 10313315.0, 9065763, 9426793, 9202902, 10199291.0, 10144939, 10251904, 9338904, 9815800.0, 9973106, 9045198.0, 10194504.0, 9471490.0, 10190168.0, 9900020, 10448266, 9829641, 9374500, 9917180, 10061413.0, 10061514, 9526982, 10321648.0, 9757952, 9378046, 9534069, 9531683, 10177900, 9621814.0, 10360069, 9043601, 9621090, 9467835, 10057542.0, 9750654.0, 9156652.0, 9751085, 9871962.0, 9538558, 9184482.0, 9517849.0, 9049350, 10484227.0, 9973878, 9782079, 9110573, 9692274.0, 9903565.0, 9527926, 9558524, 9627418.0, 9602986, 10333025, 10306728, 9187952, 9751086, 10353691.0, 10450870, 9743529, 9715515, 9846590, 10091695.0, 9117165, 9385767, 10221918, 10189140]
scultura	[9641350.0, 9645253, 9717002, 9361874, 9554489.0, 9554690, 9641526.0, 9641361, 9644730.0, 9641593.0, 9644851, 9367974, 9481380.0, 9641632, 9374313, 9545993, 10224278.0, 9992776]
risalire	[9170061, 9924160, 9256079.0, 9099699.0, 9456247.0, 9860319, 9880209, 10321525.0, 9868068.0, 9799347.0, 9412146, 9826950.0, 9237277, 10440297, 10433968, 9316324, 10373957.0, 9901511, 9747785.0, 9567573.0, 10335313, 10375355.0, 10359394.0, 9570099, 10445728, 9426980, 10355848, 9844580, 9190635.0, 10372124.0, 10310131, 10331385, 9252608.0, 10440479]
efficacia	[9680608.0, 10299322, 9710731.0, 9710041, 9806420, 9200513, 9680607.0]
