LEMMA	POS	SENT_ID	N/A	N/A		SENT_ID	N/A	N/A		SENT_ID	N/A	N/A		POLYSEMY	ENOUGH_CONTEXT_SENTENCES?
successo	NOM	1662750	Dang Me non era la prima canzone che Roger Miller aveva scritto, però è stato il suo primo grande successo.	„Dang Me“ war nicht das erste Lied, das Roger Miller geschrieben hatte, aber es war sein erster großer Erfolg.		1786040	Il successo del nostro progetto merita di essere festeggiato.	Der Erfolg unseres Projektes verdient gefeiert zu werden.		1312501	Il tuo successo è il frutto del tuo duro lavoro.	Dein Erfolg ist die Frucht deiner harten Arbeit.			X
concretezza	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
ridotto	ADJ	10045615	Vogliate scusarci, ma in questo scorcio di stagione abbiamo poche presenze e quindi siamo a personale ridotto.	Bitte entschuldigen Sie, in dieser Saison haben wir nur wenig Gäste daher sind nicht so viele Mitarbeiter vor Ort.			N/A	N/A			N/A	N/A			
affascinare	VER	2197397	Tom è affascinato dal cibo giapponese.	Tom ist von japanischen Speisen fasziniert.		9368288	Ho conosciuto Vandamm a una festa e mi ha affascinata.	Ich lernte Phillip Vandamm auf einer Party kennen und sah nur seinen Charme.		9290656	La storia inglese mi ha sempre affascinato.	Die englische Geschichte hat mich immer fasziniert.			X
socio	NOM	9229654	Papà è socio di un circolo nautico e stasera hanno una riunione.	Papa ist in einem Bootsverein und da gibt es heute ein Treffen.		10163255	Sono ancora socio del club.	Meines Wissens bin ich hier immer noch Mitglied.		9220401	Lei vorrebbe diventare mio socio in questo affare?	Mr. Wallace, würden Sie bei dem Unternehmen mit einsteigen?			X
buco	NOM	3477389	I buchi neri esistono?	Existieren schwarze Löcher?		2412089	Il muro ha un grosso buco in esso.	In der Wand ist ein großes Loch.		609493	Ha notato un buco nella sua giacca, ma ha provato a ignorarlo.	Er bemerkte ein Loch in seiner Jacke, aber versuchte es zu ignorieren.			X
targa	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
recuperare	VER	947557	Dove posso recuperare i miei bagagli?	Wo kann ich mein Gepäck zurückbekommen?		5074038	Noi dobbiamo recuperare il tempo perso.	Wir müssen den Zeitverlust wettmachen.		947553	Perché non provi a recuperare i tuoi soldi?	Warum versuchst du nicht, dein Geld zurückzubekommen?		POLYSEMY	X
cadere	VER	4880972	Amo l'autunno, le foglie che cambiano colore, che cadono giù dai rami.	Ich liebe den Herbst und die Blätter, die sich verfärben und von den Zweigen herabfallen.		1083505	Se cammini con il naso per aria rischi di cadere.	Wenn du beim Gehen immer in die Luft schaust, wirst du hinfallen.		5548986	Perché in autunno le foglie cadono dagli alberi?	Warum fallen im Herbst die Blätter von den Bäumen?			X
aumentare	VER	2810520	Il prezzo della benzina sta aumentando.	Der Benzinpreis steigt.		9614143	Oh, a proposito, dovremo aumentare il prezzo.	Oh, übrigens, wir müssen den Preis erhöhen.		10386847	Dobbiamo aumentare il numero di agenti. Puoi bene immaginare quanto ci venga a costare.	ganz zu schweigen von der Polizei.		steigen	X
carriera	NOM	3426024	Questo è stato motivo per me per intraprendere lo stesso tipo di carriera.	Dies war für mich der Grund, ebenfalls eine derartige Laufbahn einzuschlagen.		6765902	La sua carriera era piena di successi.	Ihr Karriere war voller Erfolge.		9365032	Mai, nella mia carriera di medico, avevo visto tanto terrore sul volto di un morto.	Ich habe noch nie solches Grauen auf dem Gesicht eines Toten gesehen.		Karriere Laufbahn	X
tesoro	NOM	860687	Chi trova un amico trova un tesoro.	Ein treuer Freund ist der schönste Schatz.		9156400	Aveva fornito delle false mappe per giungere al tesoro di Alessandro.	Er verkaufte dem Emir gefälschte Karten, die zum Schatz Alexanders des Großen führen sollten.		9683085	Era un tesoro che attendeva di essere scoperto.	Sie war ein Schatz, der gefunden werden wollte.		Schatz	X
antichità	NOM	10093397	Professore di Archeologia, esperto di occultismo, e, come si dice, ricercatore di antichità rare.	Professor der Archäologie, Experte für Okkultismus und, wie soll man sagen, Beschaffer seltener Antiquitäten.		9051453	Sta affermando che le abbiamo venduto una falsa antichità.	Wir wehren uns gegen die Unterstellung, dass wir Ihnen etwas angedreht haben.		9048374	Una bella antichità di valore.	Eine schöne, wertvolle Antiquität.			X
cristallino	ADJ		N/A	N/A			N/A	N/A			N/A	N/A			
edificio	NOM	7044645	La maggior parte degli inquilini di questo edificio sono artisti.	Die meisten Mieter in diesem Gebäude sind Künstler.		3343661	L'edificio ha cambiato più volte proprietario.	Das Gebäude wechselte mehrere Male den Besitzer.		905742	Aspetta all'entrata di questo edificio.	Warte am Eingang dieses Gebäudes.		Gebäude	X
motto	NOM	10035472	Vivi e lascia vivere questo è il mio motto.	Leben und leben lassen. Das ist mein Motto.			N/A	N/A			N/A	N/A			
professionista	NOM	9687230	La differenza che separa un principiante ad un professionista.	Genau gesagt, der zwischen einem Amateur und einem Professionellen.		9833477	Beh, qualche consiglio da un professionista potrebbe farci comodo.	Tja, vielleicht könnte ein Profi uns in die richtige Richtung weisen.		9811261	Questo è il lavoro di un vero professionista.	Was für eine außergewöhnliche Professionalität.			X
intraprendere	VER	3426024	Questo è stato motivo per me per intraprendere lo stesso tipo di carriera.	Dies war für mich der Grund, ebenfalls eine derartige Laufbahn einzuschlagen.		9168851	Comunque, quando avrai passato i tuoi esami, sarai in grado di intraprendere una professione.	Du wirst nach deinen Prüfungen einen Beruf erlernen.		9605222	Sua moglie ha mai pensato di rinunciare e intraprendere un altro tipo di lavoro?	Wollte Sie jemals aufgeben und einen anderen Beruf ergreifen?		einzuschlagen	X
pallino	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
dibattito	NOM		N/A	N/A			N/A	N/A			N/A	N/A			
caso	NOM	1762755	L'unica situazione in cui è giusto raccogliere un uccellino è se l'animale è ferito. Negli altri casi è più che sufficiente toglierlo dalla strada e collocarlo in un cespuglio, sopra un davanzale, sopra un albero eccetera. E lasciare che i genitori continuino a prendersene cura. È la natura, ragazzi; meno si interviene e meglio è!	Die einzige Situation, in der man einen Vogel mitnehmen darf, ist, wenn das Tier verletzt ist. In anderen Fällen reicht es vollkommen aus, ihn von der Straße zu nehmen und ihn in einen Busch, auf ein Fensterbrett, einen Baum oder etwas Ähnliches zu setzen. Und überlasst es den Eltern, sich weiter um ihn zu kümmern. Das ist die Natur, Kinder; je weniger man eingreift, desto besser!		756478	In caso di incendio rompa questa finestra.	Im Falle eines Brandes zerschlagen Sie dieses Fenster!		350327	In caso di ritardo nella consegna, abbiamo una speciale assicurazione sul ritardo.	Für den Fall, dass sich die Lieferung verzögert, haben wir eine Sonderversicherung.			X
politico	NOM	841779	Silvio Berlusconi è un politico italiano, l'attuale Primo Ministro dell'Italia, così come un imprenditore di successo.	Silvio Berlusconi ist ein italienischer Politiker, der aktuelle italienische Premierminister, und auch ein erfolgreicher Unternehmer.		724948	Ha offerto una grossa mazzetta al politico.	Er hat dem Politiker ein hohes Schmiergeld angeboten.		1513625	Il politico ha dichiarato di opporsi alla conclusione.	Der Politiker hat erklärt, sich dem Entschluss zu widersetzen.			X
politico	ADJ	3755088	Gli do asilo politico a casa mia.	Ich gewähre ihr politisches Asyl bei mir zu Hause.		978309	Si dice che lui abbia qualcosa a che fare con lo scandalo politico.	Man sagt von ihm, dass er etwas mit dem politischen Skandal zu tun hat.		1965622	L'attività politica di un comunista dovrebbe essere comprendere la società per poi trasformarla.	Die politische Aktivität eines Kommunisten sollte sein, die Gesellschaft zu verstehen, um sie dann zu verändern.			X
coltivare	VER	4545345	A casa mia c'è un piccolo giardino, dove coltivo alcune piante aromatiche.	Daheim habe ich einen kleinen Garten, wo ich einige duftende Pflanzen anbaue.		966199	Molti contadini in Hokkaido coltivano patate.	Viele Bauern in Hokkaido bauen Kartoffeln an.		4588241	Tom coltiva pomodori nel suo giardino.	Tom baut in seinem Garten Tomaten an.			X
assolutamente	ADV	4407	Una vita senza amore non ha assolutamente alcun senso.	Ein Leben ohne Liebe hat überhaupt keinen Sinn.		1009587	Visto che sei in Italia, devi assolutamente vedere Napoli.	Wenn du schon mal in Italien bist, musst du dir unbedingt Neapel ansehen.		839283	Non hai assolutamente nulla di cui avere paura.	Du hast absolut nichts zu befürchten.			X
attività	NOM	2439819	La conoscenza delle lingue straniere stimola l'attività del cervello.	Fremdsprachenkenntnisse stimulieren die Gehirntätigkeit.		1806206	Veramente filosofare è attività comune a tutti gli esseri umani.	Tatsächlich ist Philosophieren eine Tätigkeit, die allen menschlichen Wesen gemeinsam ist.		10143603	Non risulta alcuna attività criminale.	Keine bekannten Verbindungen zu Kriminellen.			X
infanzia	NOM	1874157	Per i più grandi la visita al museo del giocattolo diventa un viaggio a ritroso nella propria infanzia, in cui potranno scoprire molte cose già viste, quelle con cui hanno giocato loro stessi. I più giovani possono divertirsi nell’angolo del gioco, mentre le scolaresche potranno lasciarsi a un interessante viaggio di scoperta nella storia.	Für die Älteren wird der Besuch des Spielzeugmuseums zu einer Reise in die Kindheit, sie werden viel Bekanntes entdecken, mit dem sie selbst gespielt haben. Die Jüngsten können sich in der Spielecke vergnügen und die Schulkinder sich auf eine interessante Entdeckungsreise in die Geschichte begeben.		1252611	Questo è il villaggio in cui ho passato la mia infanzia.	Dies ist das Dorf, in dem ich meine Kindheit verbracht habe.		2784781	Io mi ricordo volentieri della mia infanzia.	Ich erinnere mich gern an meine Kindheit.			X
capace	ADJ	626845	Lei ha solo due anni ma è capace a contare fino a 100.	Sie ist erst zwei Jahre alt, aber schon in der Lage, bis hundert zu zählen.		1073983	Suo fratello è un dottore molto capace.	Sein Bruder ist ein sehr fähiger Arzt.		1107157	È capace di parlare dieci lingue.	Er ist in der Lage, sich in zehn Sprachen auszudrücken.		in der Lage fähig	X
sincerità	NOM	9831777	Il mio cliente ha risposto a tutte le domande con la massima sincerità.	Er hat nicht auf Zusatzartikel 5 bestanden, seine Erklärung sollte angehört werden!		9785166	Con la massima onestà e sincerità.	Es musste vollkommen sein, und ehrlich.		9343125	Già, sei sincero, e io voglio ricambiare la tua sincerità.	Du bist ehrlich und ich werde versuchen, es genauso zu sein.			X
salto	NOM	9863009	E le uso come fossero un trampolino, e ci salto su e giù.	Wir spielen Trampolin damit, hoch und runter.		10439081	Ogni Volta che veniva toccato, faceva un salto di cinque metri.	Nach einer leichten Berührung sprang das Tier fünf Meter weit.		9094869	Un salto di 12 m, e atterri sul cemento.	12 m bis zum Betonboden.			X
rivelare	VER	1856762	Ciò che ha detto si è rivelata una menzogna.	Was er sagte, stellte sich als Lüge heraus.		7529377	Tom non ha rivelato a Mary perché l'ha fatto.	Tom hat Maria nicht verraten, warum er das gemacht hat.		4962705	Lui non rivelò la sua identità.	Er gab seine Identität nicht preis.			X
arduo	ADJ	9378548	Questo codice è arduo da decifrare, senza conoscere il titolo del libro.	Dieser Code ist schwer zu knacken, wenn man den Buchtitel nicht kennt.		10310488	È arduo leggere nel cervello di un robot.	Wer kann schon die Gedanken eines Roboters lesen?		9976120	È molto arduo per me lasciarti.	Es ist sehr schwer für mich, dich zu verlassen.			X
ovviamente	ADV	 	N/A	N/A			N/A	N/A			N/A	N/A			
orso	NOM	1271942	Gli orsi polari vivono nell'Artico.	Eisbären leben in der Arktis.		9592594	Tu hai bisogno di aiuto, figliolo, e il vecchio Baloo ti insegnerà a batterti come un orso.	Mein Kind, du brauchst Hilfe. Der alte Balu wird dir beibringen, wie man als Bär kämpfen muss.		9592600	Così. Ora fammi un ringhio da orso. Mettimi paura.	Und nun brumm mal wie ein großer Bär!			X
criterio 	NOM	9794944	Non capisco con che criterio ti regoli su questo punto.	Warum musst du ewig darüber debattieren?			N/A	N/A			N/A	N/A			
zona	NOM	350856	Non si possono costruire case in questa zona.	In diesem Bereich können keine Häuser gebaut werden.		2420923	Questa zona era in questo tempo una grande e densa foresta.	Diese Gegend war zu jener Zeit ein großer und dichter Wald.		2431187	Nelle zone rurali della Cina non è un evento raro che una famiglia diventi povera a causa della malattia di uno dei suoi membri.	Dass eine Familie aufgrund der Erkrankung eines ihrer Mitglieder verarmt, ist keine seltene Erscheinung in den ländlichen Gebieten Chinas.			X
bussare	VER	2232838	Avevo appena chiuso la porta, quando qualcuno bussò.	Ich hatte kaum die Tür geschlossen, als jemand klopfte.		2393012	In serata improvvisamente qualcuno bussò alla porta.	Am Abend klopfte plötzlich jemand an die Tür.		4986390	Ho bussato alla tua porta per chiedere aiuto.	Ich habe an deine Tür geklopft, um Hilfe zu erbitten.			X
psiche	NOM	4920805	Molti pensieri negativi ed esperienze dolorose si sono accumulati nello zaino della tua psiche.	Im Rucksack deiner Psyche haben sich viele negative Gedanken und schmerzhafte Erfahrungen angesammelt.		10432890	Insegniamo alle persone ad esaminare le emozioni nascoste nel profondo della psiche.	Wir beide lernten, die Gefühle anderer deutlich zu erkennen, ihre Psyche nahezu zu fühlen.		9890937	Hai idea del danno che puoi causare alla mia psiche?	Du könntest meine Psyche schädigen.			X
recupero	NOM	9098024	Sono pronto a pagarle 5000 dollari per il recupero della statuetta.	Ich bezahle 5000 $, wenn ich die Figur zurückkriege.		10459689	Io nel programma di recupero non ci entro.	Ich will aber keinen Entzug machen.		10469623	Le sue possibilità di recupero sono eccellenti.	Er kann wieder ganz gesund werden.			X
rilasciare	VER	9899565	Mr Ruddy, se potesse rilasciare solo una dichiarazione riguardo a Mr Beale.	Bitte. Nur eine kurze Erklärung zu Mr. Beale.		9982312	Mi serve un permesso per rilasciare la registrazione così com è.	Ja. Ich brauch die Erlaubnis für das Release.		9012452	Volete rilasciare qualche altra dichiarazione?	Möchten Sie noch eine weitere Stellungnahme abgeben?			X
ripetutamente	ADV	10252056	Rocky Balboa colpisce ripetutamente il russo.	Rocky Balboa landet einen Treffer nach dem anderen.		9851564	E mi ha salvato la vita ripetutamente.	Er hat mir vielmals das Leben gerettet.		9832152	Io e lui abbiamo parlato ripetutamente del tuo avvenire.	Wir haben oft über deine Zukunft gesprochen.			X
iscritto	ADJ	9776783	Si è iscritto alla mia stessa facoltà e ora ai corsi estivi.	Ich werde ihn nicht los. Nur meinetwegen ist er auf der Uni.		9113079	A proposito, a quale partito è iscritto?	Übrigens, welcher Partei gehören Sie an?		10027484	È iscritto ai corsi estivi?	Hat er sich für das Sommersemester angemeldet?			X
terminare	VER	1493045	La partita è terminata senza goal.	Das Spiel endete ohne Tor.		9365340	Il sentiero sembra terminare qui.	Der Weg scheint hier zu enden.		9799280	Lasciateci in pace, dobbiamo terminare il nostro lavoro.	Gehen Sie bitte, damit wir weiterarbeiten können.			X
allenare	VER	5739288	Lui pattina meglio di me perché si allena più spesso.	Er fährt besser Schlittschuh als ich, weil er mehr übt.		9833458	Hazen ti chiederà di aiutarmi ad allenare la squadra.	Hazen wird dich bitten, beim Training zu helfen.		10251491	Drago, come ci si sente a potersi allenare con un grande ex campione?	Drago, was ist das für ein Gefühl, gegen einen großen Champion zu kämpfen?			X
alzare	VER	6217769	Lei di solito si alza dal letto cinque minuti dopo essersi svegliata.	Sie steht gewöhnlich fünf Minuten nach dem Aufwachen auf.		925216	Alzarsi presto è buono per la salute.	Früh aufstehen ist gut für die Gesundheit.		2417324	L'uomo alzò lo sguardo, vide il cielo grigio, sollevò il bavero, s'incamminò.	Der Mann hob den Blick, sah den grauen Himmel, schlug den Kragen hoch und machte sich auf den Weg.			X
